School Type,School District or Name,MMR Vaccination Rate,Age Group,metric,Size_10,Size_25,Size_100,Size_250,Size_500,Size_750,Size_1000,Size_1500,Size_2500,Size_500,average_school_size,metric_average_school_size
Public ISD,COMAL ISD,97.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.001,0.002,0.002,0.003,0.0025,806,0.001224
Public ISD,COMAL ISD,97.7,7th Grade,total_infected_mean,1,1,1.295,1.375,1.4105,1.517,1.479,1.538,1.495,1.4785,806,1.508488
Public ISD,COMANCHE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,344,
Public ISD,COMANCHE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,344,1
Public ISD,COMFORT ISD,94.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0305,0.062,0.083,0.083,0.094,0.108,0.112,357,0.043982
Public ISD,COMFORT ISD,94.7,7th Grade,total_infected_mean,1,1.3885,1.972,2.533,2.8595,3.1325,3.0945,3.5955,3.912,4.3295,357,2.672742
Public ISD,COMMERCE ISD,99.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,385,
Public ISD,COMMERCE ISD,99.1,7th Grade,total_infected_mean,1,1,1,1.122,1.1395,1.129,1.1265,1.1605,1.1615,1.1575,385,1.13145
Public ISD,COMMUNITY ISD,98.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,658,
Public ISD,COMMUNITY ISD,98.4,7th Grade,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,658,1.259032
Public ISD,COMO-PICKTON CISD,98.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,770,
Public ISD,COMO-PICKTON CISD,98.4,7th Grade,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,770,1.26704
Public ISD,COMPASS ACADEMY CHARTER SCHOOL,98.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.0005,0.0005,1558,
Public ISD,COMPASS ACADEMY CHARTER SCHOOL,98.3,7th Grade,total_infected_mean,1,1,1.13,1.269,1.331,1.307,1.3315,1.321,1.337,1.3435,1558,1.321928
Public ISD,COMPASS ROSE PUBLIC SCHOOLS,95.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0045,0.029,0.0345,0.04,0.0535,0.0485,0.06,441,0.023218
Public ISD,COMPASS ROSE PUBLIC SCHOOLS,95.6,7th Grade,total_infected_mean,1,1.4,1.74,2.05,2.244,2.369,2.421,2.6985,2.572,2.9455,441,2.198216
Public ISD,COMSTOCK ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,176,
Public ISD,COMSTOCK ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,176,1
Public ISD,CONNALLY ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,402,
Public ISD,CONNALLY ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,402,1
Public ISD,CONROE ISD,97.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.0005,0.001,0.002,0.0035,1118,0.000618
Public ISD,CONROE ISD,97.9,7th Grade,total_infected_mean,1,1,1.295,1.363,1.387,1.3575,1.4345,1.452,1.4305,1.4895,1118,1.43863
Public ISD,COOLIDGE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,143,
Public ISD,COOLIDGE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,143,1
Public ISD,COOPER ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,301,
Public ISD,COOPER ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,301,1
Public ISD,COPPELL ISD,99.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,827,
Public ISD,COPPELL ISD,99.2,7th Grade,total_infected_mean,1,1,1,1.065,1.0855,1.122,1.129,1.1215,1.118,1.142,827,1.124156
Public ISD,COPPERAS COVE ISD,99.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,705,
Public ISD,COPPERAS COVE ISD,99.2,7th Grade,total_infected_mean,1,1,1,1.065,1.0855,1.122,1.129,1.1215,1.118,1.142,705,1.11543
Public ISD,CORPUS CHRISTI ISD,98.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,618,
Public ISD,CORPUS CHRISTI ISD,98.8,7th Grade,total_infected_mean,1,1,1.1325,1.1255,1.169,1.1815,1.1675,1.1995,1.1995,1.211,618,1.1749
Public ISD,CORPUS CHRISTI MONTESSORI SCHOOL,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,139,
Public ISD,CORPUS CHRISTI MONTESSORI SCHOOL,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,139,1
Public ISD,CORRIGAN-CAMDEN ISD,98.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.0005,0.0005,278,
Public ISD,CORRIGAN-CAMDEN ISD,98.3,7th Grade,total_infected_mean,1,1,1.13,1.269,1.331,1.307,1.3315,1.321,1.337,1.3435,278,1.275944
Public ISD,CORSICANA ISD,99.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,749,
Public ISD,CORSICANA ISD,99.3,7th Grade,total_infected_mean,1,1,1,1.0585,1.086,1.1175,1.1085,1.113,1.1165,1.1195,749,1.117374
Public ISD,COTULLA ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,289,
Public ISD,COTULLA ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,289,1
Public ISD,COUPLAND ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,323,
Public ISD,COUPLAND ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,323,1
Public ISD,COVINGTON ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,353,
Public ISD,COVINGTON ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,353,1
Public ISD,CRANDALL ISD,99.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,865,
Public ISD,CRANDALL ISD,99.8,7th Grade,total_infected_mean,1,1,1,1,1,1.02,1.015,1.019,1.031,1.0195,865,1.0177
Public ISD,CRANFILLS GAP ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,116,
Public ISD,CRANFILLS GAP ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,116,1
Public ISD,CRAWFORD ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,298,
Public ISD,CRAWFORD ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,298,1
Public ISD,CROCKETT COUNTY CONSOLIDATED CSD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,207,
Public ISD,CROCKETT COUNTY CONSOLIDATED CSD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,207,1
Public ISD,CROCKETT ISD,98,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0.0015,0.0005,0.0025,281,
Public ISD,CROCKETT ISD,98,7th Grade,total_infected_mean,1,1,1.1265,1.2535,1.357,1.3905,1.3285,1.413,1.4305,1.4195,281,1.266334
Public ISD,CROSBY ISD,97.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0.0005,0.0025,0.001,0.002,781,
Public ISD,CROSBY ISD,97.8,7th Grade,total_infected_mean,1,1,1.3205,1.351,1.4065,1.419,1.404,1.474,1.4435,1.5025,781,1.41714
Public ISD,CROSBYTON CISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,316,
Public ISD,CROSBYTON CISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,316,1
Public ISD,CROSS PLAINS ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,182,
Public ISD,CROSS PLAINS ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,182,1
Public ISD,CROSS ROADS ISD,97.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0025,0.002,0.0065,0.005,0.0085,186,
Public ISD,CROSS ROADS ISD,97.4,7th Grade,total_infected_mean,1,1,1.3085,1.475,1.503,1.609,1.5615,1.6255,1.6295,1.665,186,1.40396
Public ISD,CROWELL ISD,93.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.096,0.151,0.165,0.1845,0.1885,0.203,0.196,189,
Public ISD,CROWELL ISD,93.3,7th Grade,total_infected_mean,1,1.3715,2.3135,3.263,4.371,5.103,6.0135,6.938,8.498,9.8535,189,2.87687
Public ISD,CROWLEY ISD,98.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,723,
Public ISD,CROWLEY ISD,98.7,7th Grade,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,723,1.200744
Public ISD,CRYSTAL CITY ISD,99.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,328,
Public ISD,CRYSTAL CITY ISD,99.1,7th Grade,total_infected_mean,1,1,1,1.122,1.1395,1.129,1.1265,1.1605,1.1615,1.1575,328,1.12746
Public ISD,CUERO ISD,96.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.0035,0.0085,0.01,0.017,0.0135,0.015,472,
Public ISD,CUERO ISD,96.7,7th Grade,total_infected_mean,1,1,1.471,1.6915,1.713,1.8065,1.8825,1.8915,1.8545,1.9385,472,1.710592
Public ISD,CULBERSON COUNTY-ALLAMOORE ISD,96.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0015,0.0145,0.018,0.0175,0.0245,0.0325,0.035,381,0.008312
Public ISD,CULBERSON COUNTY-ALLAMOORE ISD,96.3,7th Grade,total_infected_mean,1,1,1.48,1.7865,1.9865,2.0465,1.926,2.2145,2.1935,2.318,381,1.8913
Public ISD,CUMBERLAND ACADEMY,93.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.085,0.1325,0.166,0.1625,0.173,0.1775,0.1805,409,0.11521
Public ISD,CUMBERLAND ACADEMY,93.4,7th Grade,total_infected_mean,1,1.3845,2.34,3.2555,4.056,5.043,5.2555,6.1285,7.0995,8.595,409,3.764618
Public ISD,CUMBY COLLEGIATE ISD,94.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0395,0.104,0.0965,0.1045,0.123,0.104,0.1305,154,
Public ISD,CUMBY COLLEGIATE ISD,94.3,7th Grade,total_infected_mean,1,1.3835,1.985,2.654,3.4235,3.6235,3.7525,4.2045,4.017,5.5055,154,2.22584
Public ISD,CUSHING ISD,94.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0155,0.0575,0.0745,0.0775,0.092,0.092,0.099,279,0.020372
Public ISD,CUSHING ISD,94.9,7th Grade,total_infected_mean,1,1.391,1.9535,2.3475,2.7985,3.046,3.1885,3.4065,3.628,3.974,279,2.399816
Public ISD,CYPRESS-FAIRBANKS ISD,98.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,1278,
Public ISD,CYPRESS-FAIRBANKS ISD,98.7,7th Grade,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,1278,1.23039
Private School,Calvary Christian School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Calvary Christian School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Calvary Episcopal Preparatory Richmond,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Calvary Episcopal Preparatory Richmond,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Calvary Lutheran School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Calvary Lutheran School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Cathedral School of St. Mary - Austin,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Cathedral School of St. Mary - Austin,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Center for Teaching and Learning,92.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.1695,0.213,0.2265,0.245,0.244,0.252,0.2545,,0.213
Private School,Center for Teaching and Learning,92.3,7th Grade,total_infected_mean,1,1.3775,2.707,4.2705,5.8965,7.0895,8.6015,10.614,14.1555,20.6645,,5.8965
Private School,Central Texas Christian School,97.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.002,0.005,0.0075,0.0075,0.0095,0.011,,0.002
Private School,Central Texas Christian School,97.1,7th Grade,total_infected_mean,1,1,1.284,1.62,1.6245,1.6765,1.689,1.722,1.7485,1.764,,1.6245
Private School,Chinquapin Preparatory School,76.9,7th Grade,probability_exceeding_10_total_cases,0,0,0.737,0.7215,0.7295,0.73,0.739,0.7395,0.7295,0.7455,,0.7295
Private School,Chinquapin Preparatory School,76.9,7th Grade,total_infected_mean,2.4195,4.219,17.2855,40.532,81.7865,122.7715,164.895,247.7725,406.981,831.526,,81.7865
Private School,Christ Academy,94.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,,0.0835
Private School,Christ Academy,94.4,7th Grade,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,,3.0385
Private School,Christ The Redeemer,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Christ The Redeemer,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Christ the King Diocesan Schools,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Christ the King Diocesan Schools,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Christ the King Elementary School Dallas,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Christ the King Elementary School Dallas,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Christian Heritage Classical School,95.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0045,0.029,0.0345,0.04,0.0535,0.0485,0.06,,0.029
Private School,Christian Heritage Classical School,95.6,7th Grade,total_infected_mean,1,1.4,1.74,2.05,2.244,2.369,2.421,2.6985,2.572,2.9455,,2.244
Private School,Christian Life Preparatory,72.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.7765,0.779,0.765,0.7825,0.7815,0.7705,0.7755,0.77,,0.765
Private School,Christian Life Preparatory,72.7,7th Grade,total_infected_mean,2.4015,5.203,21.4865,53.0125,103.1645,157.8215,209.7125,310.6185,520.6855,1033.069,,103.1645
Private School,Cistercian Preparatory School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Cistercian Preparatory School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Citadel Christian School,57.1,7th Grade,probability_exceeding_10_total_cases,0,0.833,0.8655,0.8735,0.871,0.8645,0.864,0.874,0.8645,0.8715,,0.871
Private School,Citadel Christian School,57.1,7th Grade,total_infected_mean,4.3835,9.431,37.267,94.32,187.1225,278.1035,370.253,562.149,926.4025,1866.791,,187.1225
Private School,Cleburne Christian Academy,60,7th Grade,probability_exceeding_10_total_cases,0,0.756,0.8635,0.853,0.854,0.8625,0.858,0.859,0.859,0.8575,,0.854
Private School,Cleburne Christian Academy,60,7th Grade,total_infected_mean,3.3785,8.4475,34.58,85.248,170.521,258.2995,342.559,514.3695,857.1945,1711.2235,,170.521
Private School,Collin County Cornerstone Christian Acad,67.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.8065,0.811,0.812,0.8135,0.835,0.8235,0.8295,0.823,,0.812
Private School,Collin County Cornerstone Christian Acad,67.7,7th Grade,total_infected_mean,3.3545,7.3325,26.55,65.303,130.6535,196.3385,267.733,396.455,665.1505,1318.895,,130.6535
Private School,Conroe Adventist Academy,66.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.8255,0.8175,0.8225,0.81,0.8135,0.8295,0.8115,0.816,,0.8225
Private School,Conroe Adventist Academy,66.7,7th Grade,total_infected_mean,3.335,7.2185,28.0205,68.332,136.618,201.3195,269.275,412.1505,671.6785,1349.9575,,136.618
Private School,Coram Deo Academy,76.8,7th Grade,probability_exceeding_10_total_cases,0,0,0.709,0.74,0.7255,0.7575,0.7525,0.743,0.733,0.726,,0.7255
Private School,Coram Deo Academy,76.8,7th Grade,total_infected_mean,2.4025,4.2505,16.6815,41.5235,81.434,127.3155,168.9025,249.913,410.892,813.1995,,81.434
Private School,Coram Deo Academy - Dallas Campus,83.3,7th Grade,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,,0.624
Private School,Coram Deo Academy - Dallas Campus,83.3,7th Grade,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,,46.6405
Private School,Coram Deo Academy of Collin County,80.4,7th Grade,probability_exceeding_10_total_cases,0,0,0.6655,0.674,0.6855,0.6665,0.6805,0.663,0.683,0.689,,0.6855
Private School,Coram Deo Academy of Collin County,80.4,7th Grade,total_infected_mean,1.617,3.3675,12.851,31.0365,62.971,91.769,125.2575,182.5725,313.9165,632.3965,,62.971
Private School,Cornerstone Christian Academy,94.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,,0.0835
Private School,Cornerstone Christian Academy,79,7th Grade,probability_exceeding_10_total_cases,0,0,0.6565,0.7155,0.694,0.708,0.7005,0.701,0.7095,0.721,,0.694
Private School,Cornerstone Christian Academy,94.4,7th Grade,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,,3.0385
Private School,Cornerstone Christian Academy,79,7th Grade,total_infected_mean,2.4185,4.207,13.425,36.138,69.3065,106.4335,139.6755,209.63,354.1505,718.278,,69.3065
Private School,Cornerstone Christian School,92.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.1695,0.213,0.2265,0.245,0.244,0.252,0.2545,,0.213
Private School,Cornerstone Christian School,92.3,7th Grade,total_infected_mean,1,1.3775,2.707,4.2705,5.8965,7.0895,8.6015,10.614,14.1555,20.6645,,5.8965
Private School,Cornerstone Christian Schools,96.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.012,0.0125,0.02,0.0205,0.0215,,0.007
Private School,Cornerstone Christian Schools,96.6,7th Grade,total_infected_mean,1,1,1.47,1.688,1.766,1.879,1.8615,1.953,2.047,2.0435,,1.766
Private School,Corpus Christi Catholic School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Corpus Christi Catholic School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Covenant Academy,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Covenant Academy,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Covenant Christian Academy,87,7th Grade,probability_exceeding_10_total_cases,0,0,0.315,0.4895,0.51,0.5095,0.5045,0.4965,0.522,0.5185,,0.51
Private School,Covenant Christian Academy,89.5,7th Grade,probability_exceeding_10_total_cases,0,0,0.1355,0.357,0.386,0.393,0.3895,0.4195,0.413,0.397,,0.386
Private School,Covenant Christian Academy,87,7th Grade,total_infected_mean,1.589,2.521,5.753,13.377,25.351,37.998,49.4805,73.32,128.393,254.873,,25.351
Private School,Covenant Christian Academy,89.5,7th Grade,total_infected_mean,1.6145,1.91,4.1485,8.181,13.4865,19.22,24.339,37.519,60.2425,113.7155,,13.4865
Private School,Covenant Christian School,95.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.01,0.031,0.0605,0.065,0.0675,0.081,0.073,,0.031
Private School,Covenant Christian School,95.2,7th Grade,total_infected_mean,1,1.382,1.6835,2.211,2.411,2.7375,2.8565,2.8735,3.2775,3.3385,,2.411
Private School,Covenant Classical School,86.5,7th Grade,probability_exceeding_10_total_cases,0,0,0.3915,0.5105,0.5115,0.517,0.533,0.5265,0.5305,0.53,,0.5115
Private School,Covenant Classical School,86.5,7th Grade,total_infected_mean,1.606,2.559,6.5815,14.408,27.624,41.3525,56.0495,84.1685,140.861,283.017,,27.624
Private School,Cross Classical Academy (NAUMS),85.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.454,0.535,0.5465,0.5575,0.542,0.5635,0.5945,0.5725,,0.5465
Private School,Cross Classical Academy (NAUMS),85.7,7th Grade,total_infected_mean,1.6225,2.601,7.413,16.24,32.549,49.707,63.679,99.5605,174.9795,337.332,,32.549
Private School,Crown of Life Lutheran School Colleyvill,62.5,7th Grade,probability_exceeding_10_total_cases,0,0.7465,0.846,0.8485,0.84,0.8505,0.843,0.8535,0.848,0.845,,0.84
Private School,Crown of Life Lutheran School Colleyvill,62.5,7th Grade,total_infected_mean,3.3985,8.3535,32.1525,79.61,157.5065,239.1525,315.1165,479.0205,792.857,1579.162,,157.5065
Private School,Cunae International School LLC,83.3,7th Grade,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,,0.624
Private School,Cunae International School LLC,83.3,7th Grade,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,,46.6405
Private School,Cypress Christian School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Cypress Christian School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Public ISD,D'HANIS ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,290,
Public ISD,D'HANIS ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,290,1
Public ISD,DAINGERFIELD-LONE STAR ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,256,
Public ISD,DAINGERFIELD-LONE STAR ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,256,1
Public ISD,DALHART ISD,98.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,461,
Public ISD,DALHART ISD,98.4,7th Grade,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,461,1.24075
Public ISD,DALLAS ISD,98.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0.0005,0.0015,0.0005,0.0005,590,
Public ISD,DALLAS ISD,98.1,7th Grade,total_infected_mean,1,1,1.132,1.24,1.329,1.406,1.3835,1.407,1.3835,1.3925,590,1.35672
Public ISD,DAMON ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,107,
Public ISD,DAMON ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,107,1
Public ISD,DANBURY ISD,93.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0945,0.141,0.1565,0.1445,0.156,0.1865,0.1815,224,
Public ISD,DANBURY ISD,93.5,7th Grade,total_infected_mean,1,1.3975,2.3165,3.3715,4.112,4.909,4.7715,5.728,7.0105,8.3065,224,3.188633333
Public ISD,DARROUZETT ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,86,
Public ISD,DARROUZETT ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,86,1
Public ISD,DAWSON ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,384,
Public ISD,DAWSON ISD,97.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.0005,0.001,0.002,0.0035,384,
Public ISD,DAWSON ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,384,1
Public ISD,DAWSON ISD,97.9,7th Grade,total_infected_mean,1,1,1.295,1.363,1.387,1.3575,1.4345,1.452,1.4305,1.4895,384,1.375864
Public ISD,DAYTON ISD,98.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.0005,0.0005,795,
Public ISD,DAYTON ISD,98.3,7th Grade,total_infected_mean,1,1,1.13,1.269,1.331,1.307,1.3315,1.321,1.337,1.3435,795,1.31141
Public ISD,DE LEON ISD,95.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.02,0.0355,0.039,0.041,0.047,0.0475,218,
Public ISD,DE LEON ISD,95.8,7th Grade,total_infected_mean,1,1.3825,1.7735,1.937,2.1,2.3515,2.3795,2.373,2.5195,2.621,218,1.90212
Public ISD,DECATUR ISD,97.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.0005,0.001,0.002,0.0035,631,
Public ISD,DECATUR ISD,97.9,7th Grade,total_infected_mean,1,1,1.295,1.363,1.387,1.3575,1.4345,1.452,1.4305,1.4895,631,1.371542
Public ISD,DEER PARK ISD,98.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,860,
Public ISD,DEER PARK ISD,98.5,7th Grade,total_infected_mean,1,1,1.122,1.19,1.2525,1.263,1.2635,1.2845,1.311,1.288,860,1.26322
Public ISD,DEKALB ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,299,
